repair_key,repair_item,review_bucket,decision,target_category,canonical_defect,severity_hint,cost_model,notes
rear bar and drivers quarter panel,rear bar and drivers quarter panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bar and passenger rear door,rear bar and passenger rear door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear barn doors and drivers quarter panel,rear barn doors and drivers quarter panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear boot roof,rear boot roof.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper dented,rear bumper dented.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper driver side,rear bumper driver side.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper knocked out of place,rear bumper knocked out of place.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper scuffed,rear bumper scuffed.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear doors,Rear Doors.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear electric window controls require attention,rear electric window controls require attention.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear hatch spoiler,rear hatch spoiler.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear left corner,rear left corner.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear main seal dampness evident,rear main seal dampness evident.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear of roof,rear of roof.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear passenger 1 4 panel,rear passenger 1/4 panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear quarter panel,rear quarter panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear quarter panels both sides,rear quarter panels both sides.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear right fender,rear right fender.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear seats stained,rear seats stained.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear tailgate needs attention,rear tailgate needs attention.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear tailgate release needs attention,rear tailgate release needs attention.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear tub sides,rear tub sides.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear tyres need replacing,rear tyres need replacing.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear window shattered from collision with rear wing,rear window shattered from collision with rear wing.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear window tint,rear window tint.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear windows require attention,rear windows require attention.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend inspection by qualified third party door card worn,recommend inspection by qualified third party door card worn.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend inspection by qualified third party front seat stains rhf front seat worn rhf dents or marks on body consistent with age and kilometres,recommend inspection by qualified third party front seat stains rhf front seat worn rhf dents or marks on body consistent with age and kilometres.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend inspection by qualified third party large scratch on passenger side dents or marks on body consistent with age and kilometres,recommend inspection by qualified third party large scratch on passenger side dents or marks on body consistent with age and kilometres.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend inspection by qualified third party seat torn rear seat dents or marks on body consistent with age and kilometres,recommend inspection by qualified third party seat torn rear seat dents or marks on body consistent with age and kilometres.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend towing on collection other warning light on damaged lh headlight medium scratch on front bumper hood lining sagging,recommend towing on collection other warning light on damaged lh headlight medium scratch on front bumper hood lining sagging.,Hard-avoid skipped,Add dictionary rule,mechanical,other_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
recommend towing on collection rust present inspection recommended,recommend towing on collection rust present inspection recommended.,Hard-avoid skipped,Add dictionary rule,mechanical,tow_or_no_drive_required,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
replacement fl fender,replacement fl fender.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
requires new left side mirror,requires new left side mirror.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh and lh rear door and rear guard,rh and lh rear door and rear guard.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh cant rail,rh cant rail.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh front guard and front of vehicle,rh front guard and front of vehicle.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh mirror lens loose,rh mirror lens loose.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh side panel,RH side panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh sliding door,rh sliding door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr guard and rhf door handle,rhr guard and rhf door handle.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr rear guard,rhr rear guard.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr reflector,rhr reflector.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr tyre flat,rhr tyre flat.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr window has additional sealant,rhr window has additional sealant.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhs rear of cab,rhs rear of cab.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
right front panel,right front panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
right front side of the car and the mirror covers,right front side of the car and the mirror covers.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
right side doors,right side doors.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
roof and cant rail,roof and cant rail.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
roof and side panels,roof and side panels.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
roof boot lid,roof & boot lid.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rotors front and rear warn below minimum allowed specification,rotors front and rear warn below minimum allowed specification.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scrape on front bumper,scrape on front bumper.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scrape rhr guard,scrape rhr guard.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scratches and dents on rhf door,scratches and dents on rhf door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scratches and dents visible around vehicledents in rear drivers door,scratches and dents visible around vehicledents in rear drivers door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
